name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2014 Datsun Go,A,Manual,"18,499 km",1st Owner,Petrol,"₹4,457/month","₹2,66,000","₹2,28,000",Mumbai
2013 Hyundai i20,SPORTZ 1.2,Manual,"56,404 km",2nd Owner,Petrol,"₹7,074/month","₹3,51,000","₹3,18,000",Mumbai
2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"1,18,694 km",1st Owner,Petrol,"₹15,660/month","₹8,30,000","₹7,04,000",Mumbai
2012 Maruti Wagon R 1.0,LXI CNG,Manual,"96,134 km",3rd Owner,CNG,"₹11,203/month","₹2,43,000","₹2,38,000",Mumbai
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"52,810 km",2nd Owner,Petrol,"₹9,658/month","₹5,22,000","₹4,94,000",Mumbai
2016 Volkswagen Polo,HIGHLINE1.2L,Manual,"1,05,147 km",1st Owner,Petrol,"₹10,179/month","₹4,88,000","₹4,57,600",Mumbai
2018 Hyundai New Elantra,1.6 SX (O) AT DIESEL,Automatic,"48,054 km",2nd Owner,Diesel,"₹22,860/month","₹13,09,000","₹12,01,000",Mumbai
2015 Honda City,1.5L I-VTEC SV CVT,Automatic,"81,523 km",1st Owner,Petrol,"₹10,283/month","₹5,76,000","₹5,26,000",Mumbai
2016 Toyota Corolla Altis,VL CVT PETROL,Automatic,"93,355 km",1st Owner,Petrol,"₹15,112/month","₹8,61,000","₹7,73,000",Mumbai
2014 Volkswagen Polo,GT TSI AT,Automatic,"66,663 km",1st Owner,Petrol,"₹9,795/month","₹5,48,000","₹5,01,000",Mumbai
2015 Honda CRV,2.4L 2WD AT,Automatic,"57,092 km",2nd Owner,Petrol,"₹16,084/month","₹8,82,000","₹8,45,000",Mumbai
2011 Hyundai i10,MAGNA 1.1,Manual,"43,300 km",2nd Owner,Petrol,"₹7,307/month",N/A,"₹2,20,000",Mumbai
2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"60,410 km",2nd Owner,Petrol,"₹17,340/month","₹9,70,000","₹9,11,000",Mumbai
2014 Hyundai i10,SPORTZ 1.1,Manual,"93,455 km",1st Owner,CNG,"₹8,111/month",N/A,"₹3,08,000",Mumbai
2018 Maruti Celerio X,ZXI AMT,Automatic,"29,130 km",2nd Owner,Petrol,"₹8,622/month","₹4,94,000","₹4,41,000",Mumbai
2018 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"78,510 km",2nd Owner,Petrol,"₹10,948/month","₹6,06,000","₹5,60,000",Mumbai
2015 Maruti Celerio,VXI CNG,Manual,"26,187 km",1st Owner,CNG,"₹9,098/month","₹4,42,000","₹4,09,000",Mumbai
2016 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"60,440 km",2nd Owner,Petrol,"₹9,619/month","₹5,32,000","₹4,92,000",Mumbai
2011 Toyota Etios Liva,G,Manual,"44,799 km",2nd Owner,Petrol,"₹7,506/month","₹2,47,000","₹2,26,000",Mumbai
2017 Maruti Alto 800,LXI CNG,Manual,"45,229 km",2nd Owner,CNG,"₹5,826/month","₹3,08,000","₹2,98,000",Mumbai
2019 Hyundai Elite i20,ASTA (O) CVT,Automatic,"51,947 km",1st Owner,Petrol,"₹14,017/month","₹8,10,000","₹7,17,000",Mumbai
2018 Renault Kwid,RXT 0.8 (O),Manual,"12,617 km",1st Owner,Petrol,"₹6,647/month","₹3,50,000","₹3,40,000",Mumbai
2013 Hyundai i10,MAGNA 1.2,Manual,"29,331 km",1st Owner,Petrol,"₹5,850/month","₹2,71,000","₹2,63,000",Mumbai
2017 Jeep Compass,LIMITED 1.4 PETROL AT,Automatic,"95,641 km",1st Owner,Petrol,"₹18,920/month","₹10,68,000","₹9,94,000",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"73,055 km",1st Owner,Petrol,"₹10,577/month","₹5,91,000","₹5,41,000",Mumbai
2021 Tata Tiago,XZA PLUS PETROL,Automatic,"13,934 km",2nd Owner,Petrol,"₹12,102/month","₹6,85,000","₹6,19,000",Mumbai
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"20,174 km",2nd Owner,Petrol,"₹10,850/month","₹6,25,000","₹5,55,000",Mumbai
2013 Maruti Wagon R 1.0,VXI,Manual,"77,981 km",1st Owner,Petrol,"₹5,895/month","₹2,86,000","₹2,65,000",Mumbai
2018 Datsun Redi Go,T(O) 1.0 AMT,Automatic,"16,345 km",1st Owner,Petrol,"₹6,276/month","₹3,46,000","₹3,21,000",Mumbai
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"94,232 km",1st Owner,Petrol,"₹8,739/month","₹5,01,000","₹4,47,000",Mumbai
2018 Renault Duster,RXS CVT,Automatic,"60,595 km",1st Owner,Petrol,"₹13,099/month","₹7,05,000","₹6,70,000",Mumbai
2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"29,630 km",1st Owner,Petrol,"₹8,348/month","₹4,69,000","₹4,27,000",Mumbai
2017 Jeep Compass,LIMITED 1.4 PETROL AT,Automatic,"30,625 km",2nd Owner,Petrol,"₹20,842/month","₹11,17,000","₹10,95,000",Mumbai
2015 Hyundai Elite i20,ASTA 1.4 CRDI,Manual,"79,965 km",1st Owner,Diesel,"₹10,440/month","₹5,65,000","₹5,34,000",Mumbai
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"36,574 km",1st Owner,Petrol,"₹12,786/month","₹7,36,000","₹6,54,000",Mumbai
2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"34,619 km",1st Owner,Petrol,"₹14,096/month","₹7,94,000","₹7,21,000",Mumbai
2014 Honda Amaze,1.2L I-VTEC S,Manual,"40,366 km",1st Owner,Petrol,"₹7,155/month","₹3,84,000","₹3,66,000",Mumbai
2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,"24,591 km",2nd Owner,Petrol,"₹8,074/month","₹4,66,000","₹4,13,000",Mumbai
2019 Tata Harrier,XZ 2.0L DUAL TONE,Manual,"32,160 km",1st Owner,Diesel,"₹28,037/month","₹15,80,000","₹14,73,000",Mumbai
2012 Hyundai i20,SPORTZ 1.4 CRDI,Manual,"1,21,528 km",1st Owner,Diesel,"₹11,127/month","₹3,65,000","₹3,35,000",Mumbai
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"91,636 km",1st Owner,Petrol,"₹7,781/month","₹4,05,000","₹3,98,000",Mumbai
2021 Renault TRIBER,RXZ AMT,Automatic,"10,795 km",1st Owner,Petrol,"₹13,587/month","₹8,24,000","₹6,95,000",Mumbai
2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"32,296 km",2nd Owner,Petrol,"₹11,300/month","₹6,25,000","₹5,78,000",Mumbai
2019 Renault TRIBER,RXZ,Manual,"19,719 km",1st Owner,Petrol,"₹12,102/month","₹6,99,000","₹6,19,000",Mumbai
2017 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"26,465 km",1st Owner,Petrol,"₹9,286/month","₹5,34,000","₹4,75,000",Mumbai
2020 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"12,815 km",1st Owner,Petrol,"₹13,235/month","₹7,39,000","₹6,77,000",Mumbai
2019 Hyundai Elite i20,ASTA 1.2  CVT,Automatic,"25,392 km",2nd Owner,Petrol,"₹13,998/month","₹7,74,000","₹7,16,000",Mumbai
2014 Hyundai i10,SPORTZ 1.1,Manual,"64,418 km",1st Owner,Petrol,"₹6,667/month",N/A,"₹3,41,000",Mumbai
2020 Maruti Baleno,ZETA PETROL 1.2,Manual,"22,175 km",1st Owner,Petrol,"₹13,724/month","₹7,90,000","₹7,02,000",Mumbai
2018 Honda Jazz,1.2L I-VTEC V,Manual,"21,404 km",1st Owner,Petrol,"₹11,124/month","₹6,43,000","₹5,69,000",Mumbai
2016 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"58,285 km",1st Owner,Diesel,"₹15,347/month","₹8,64,000","₹7,85,000",Mumbai
2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"1,00,098 km",1st Owner,Petrol,"₹11,790/month","₹5,79,000","₹5,30,000",Mumbai
2016 Maruti Alto 800,LXI,Manual,"27,010 km",1st Owner,Petrol,"₹4,888/month",N/A,"₹2,50,000",Mumbai
2016 Maruti Alto 800,LXI,Manual,"47,233 km",2nd Owner,Petrol,"₹4,731/month","₹2,66,000","₹2,42,000",Mumbai
2019 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"20,873 km",1st Owner,Petrol,"₹12,062/month","₹7,40,000","₹6,17,000",Mumbai
2015 Honda Jazz,1.2L I-VTEC V AT,Automatic,"91,800 km",1st Owner,Petrol,"₹8,798/month","₹4,82,000","₹4,50,000",Mumbai
2021 MG HECTOR,SHARP HYBRID 1.5 PETROL,Manual,"30,233 km",1st Owner,Petrol,"₹30,359/month","₹16,66,000","₹15,95,000",Mumbai
2012 Renault Duster,85 PS RXL DIESEL,Manual,"1,15,074 km",2nd Owner,Diesel,"₹13,452/month","₹4,30,000","₹4,05,000",Mumbai
2015 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"61,682 km",2nd Owner,Petrol,"₹9,814/month","₹5,23,000","₹5,02,000",Mumbai
2017 Maruti Celerio,ZXI AMT,Automatic,"42,499 km",1st Owner,Petrol,"₹8,211/month","₹4,80,000","₹4,20,000",Mumbai
2016 Maruti Ciaz,ZXI AT,Automatic,"1,03,028 km",2nd Owner,Petrol,"₹11,345/month","₹5,71,000","₹5,10,000",Mumbai
2021 Hyundai NEW I20,ASTA 1.0 GDI TURBO DCT,Automatic,"24,795 km",1st Owner,Petrol,"₹16,731/month","₹9,26,000","₹8,79,000",Mumbai
2019 Maruti Celerio,ZXI,Manual,"25,442 km",1st Owner,Petrol,"₹8,602/month","₹4,92,000","₹4,40,000",Mumbai
2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"43,741 km",2nd Owner,Petrol,"₹10,909/month","₹6,02,000","₹5,58,000",Mumbai
2014 Hyundai Xcent,S 1.2,Manual,"67,485 km",2nd Owner,Petrol,"₹7,385/month","₹3,78,000","₹3,77,750",Mumbai
2016 Maruti Swift Dzire,VXI,Manual,"55,632 km",1st Owner,Petrol,"₹9,032/month","₹4,96,000","₹4,62,000",Mumbai
2012 Honda City,1.5L I-VTEC V MT,Manual,"1,03,903 km",2nd Owner,Petrol,"₹9,507/month","₹3,80,000","₹3,61,000",Mumbai
2019 Honda WR-V,1.2L I-VTEC VX MT,Manual,"16,123 km",1st Owner,Petrol,"₹14,819/month","₹8,13,000","₹7,58,000",Mumbai
2011 Toyota Etios,V,Manual,"97,364 km",2nd Owner,Petrol,"₹7,905/month","₹2,43,000","₹2,38,000",Mumbai
2016 Maruti Ertiga,VDI SHVS,Manual,"74,532 km",1st Owner,Diesel,"₹15,308/month","₹8,64,000","₹7,83,000",Mumbai
2013 Maruti Wagon R 1.0,VXI,Manual,"26,644 km",2nd Owner,Petrol,"₹6,073/month","₹2,92,000","₹2,73,000",Mumbai
2017 Maruti Swift,VXI,Manual,"37,591 km",1st Owner,Petrol,"₹9,619/month","₹5,49,000","₹4,92,000",Mumbai
2016 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"1,10,497 km",1st Owner,Petrol,"₹11,278/month","₹5,51,000","₹5,07,000",Mumbai
2019 Honda City,1.5L I-VTEC V MT,Manual,"27,976 km",1st Owner,Petrol,"₹15,347/month","₹8,45,000","₹7,85,000",Mumbai
2015 Maruti Celerio,VXI,Manual,"29,535 km",1st Owner,Petrol,"₹7,038/month","₹3,75,000","₹3,60,000",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"98,607 km",2nd Owner,Petrol,"₹9,775/month","₹5,34,000","₹5,00,000",Mumbai
2017 Maruti Wagon R 1.0,VXI,Manual,"74,500 km",1st Owner,Petrol,"₹7,566/month","₹4,17,000","₹3,87,000",Mumbai
2013 Maruti Alto 800,LXI CNG,Manual,"92,244 km",2nd Owner,CNG,"₹7,573/month","₹2,48,000","₹2,28,000",Mumbai
2017 Honda City,1.5L I-VTEC VX,Manual,"29,305 km",1st Owner,Petrol,"₹15,132/month","₹8,34,000","₹7,74,000",Mumbai
2013 Maruti Ertiga,VXI CNG,Manual,"1,23,463 km",2nd Owner,CNG,"₹17,338/month","₹5,65,000","₹5,22,000",Mumbai
2015 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"79,764 km",1st Owner,Petrol,"₹10,049/month","₹5,40,000","₹5,14,000",Mumbai
2020 Renault Kwid,RXL,Manual,"17,652 km",1st Owner,Petrol,"₹7,781/month","₹4,37,000","₹3,98,000",Mumbai
2017 Honda City,1.5L I-VTEC ZX CVT,Automatic,"1,19,183 km",1st Owner,Petrol,"₹15,193/month","₹7,51,000","₹6,83,000",Mumbai
2015 Volkswagen Polo,GT TSI AT,Automatic,"68,254 km",1st Owner,Petrol,"₹11,241/month","₹6,08,000","₹5,75,000",Mumbai
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"57,238 km",2nd Owner,CNG,"₹9,717/month","₹3,76,000","₹3,69,000",Mumbai
2019 Honda Amaze,1.5L I-DTEC VX CVT,Automatic,"55,377 km",2nd Owner,Diesel,"₹14,917/month","₹7,96,000","₹7,63,000",Mumbai
2012 Hyundai i20,SPORTZ 1.2,Manual,"38,105 km",2nd Owner,Petrol,"₹8,980/month",N/A,"₹3,41,000",Mumbai
2015 Maruti Ciaz,ZXI AT,Automatic,"87,629 km",1st Owner,Petrol,"₹10,342/month","₹5,68,000","₹5,29,000",Mumbai
2022 Maruti Celerio,ZXI PLUS,Manual,"9,649 km",1st Owner,Petrol,"₹11,750/month","₹6,97,000","₹6,01,000",Mumbai
2012 Toyota Corolla Altis,VL AT PETROL,Automatic,"60,438 km",1st Owner,Petrol,"₹12,403/month","₹4,99,000","₹4,71,000",Mumbai
2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"71,639 km",1st Owner,Petrol,"₹11,046/month","₹6,04,000","₹5,65,000",Mumbai
2015 Toyota Etios,V,Manual,"62,994 km",2nd Owner,Petrol,"₹7,507/month","₹4,42,000","₹3,84,000",Mumbai
2018 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"19,854 km",2nd Owner,Petrol,"₹14,643/month","₹8,15,000","₹7,49,000",Mumbai
2018 Honda WR-V,1.2L I-VTEC VX MT,Manual,"70,888 km",1st Owner,Petrol,"₹13,138/month","₹7,41,000","₹6,72,000",Mumbai
2016 Volkswagen Ameo,HIGHLINE1.2L,Manual,"81,019 km",1st Owner,CNG,"₹9,697/month","₹5,20,000","₹4,96,000",Mumbai
2013 Maruti Ertiga,ZDI,Manual,"81,434 km",1st Owner,Diesel,"₹15,300/month","₹6,84,000","₹5,81,000",Mumbai
2022 Maruti S PRESSO,VXI,Manual,"5,632 km",1st Owner,Petrol,"₹8,798/month","₹5,35,000","₹4,50,000",Mumbai
2020 Maruti S PRESSO,VXI (O) CNG,Manual,"41,047 km",1st Owner,CNG,"₹8,974/month","₹5,22,000","₹4,59,000",Mumbai
2015 Honda Jazz,1.2L I-VTEC VX,Manual,"72,596 km",3rd Owner,Petrol,"₹8,367/month","₹4,37,000","₹4,28,000",Mumbai
2016 Hyundai Elite i20,ASTA 1.2,Manual,"46,796 km",1st Owner,Petrol,"₹10,596/month","₹5,79,000","₹5,42,000",Mumbai
2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"45,056 km",2nd Owner,Petrol,"₹10,538/month","₹6,01,000","₹5,39,000",Mumbai
2013 Maruti Wagon R 1.0,VXI,Manual,"50,334 km",1st Owner,Petrol,"₹6,139/month","₹2,98,000","₹2,76,000",Mumbai
2019 Honda City,1.5L I-VTEC VX,Manual,"23,211 km",1st Owner,Petrol,"₹16,902/month","₹9,35,000","₹8,88,000",Mumbai
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"15,682 km",2nd Owner,Petrol,"₹10,264/month","₹5,56,000","₹5,25,000",Mumbai
2014 Maruti Alto K10,VXI,Manual,"79,821 km",2nd Owner,CNG,"₹6,452/month",N/A,"₹2,45,000",Mumbai
2019 Renault Kwid,RXT 1.0 (O),Manual,"18,413 km",2nd Owner,Petrol,"₹7,644/month","₹4,35,000","₹3,91,000",Mumbai
2016 Renault Kwid,RXT 0.8 (O),Manual,"53,486 km",1st Owner,Petrol,"₹6,139/month",N/A,"₹3,14,000",Mumbai
2014 Maruti Wagon R 1.0,VXI,Manual,"53,113 km",2nd Owner,Petrol,"₹5,943/month","₹3,09,000","₹3,04,000",Mumbai
2018 Ford FREESTYLE,TREND PLUS 1.2 PETROL,Manual,"34,075 km",1st Owner,Petrol,"₹10,127/month","₹5,84,000","₹5,18,000",Mumbai
2018 Maruti Alto K10,VXI (O),Manual,"35,741 km",2nd Owner,Petrol,"₹6,921/month","₹3,74,000","₹3,54,000",Mumbai
2017 Hyundai New Elantra,1.6 SX AT O,Automatic,"47,598 km",1st Owner,Diesel,"₹26,534/month","₹18,24,000","₹13,94,000",Mumbai
2014 Maruti Wagon R 1.0,LXI,Manual,"31,414 km",1st Owner,Petrol,"₹6,882/month","₹3,66,000","₹3,52,000",Mumbai
2021 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,"32,369 km",2nd Owner,CNG,"₹11,535/month","₹6,32,000","₹5,90,000",Mumbai
2014 Maruti Alto 800,LXI CNG,Manual,"49,063 km",2nd Owner,CNG,"₹5,899/month","₹2,42,000","₹2,24,000",Mumbai
2014 Honda Brio,S MT,Manual,"93,987 km",2nd Owner,Petrol,"₹5,572/month","₹2,90,000","₹2,85,000",Mumbai
2021 Honda City,1.5L I-VTEC VX CVT,Automatic,"13,329 km",1st Owner,Petrol,"₹23,964/month","₹14,00,000","₹12,59,000",Mumbai
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"75,535 km",2nd Owner,CNG,"₹8,055/month","₹4,36,000","₹4,12,000",Mumbai
2017 Maruti Alto K10,VXI (O) AMT,Automatic,"56,899 km",1st Owner,Petrol,"₹6,178/month","₹3,88,000","₹3,16,000",Mumbai
2016 Hyundai Elite i20,ASTA 1.2,Manual,"57,212 km",1st Owner,Petrol,"₹10,166/month","₹5,74,000","₹5,20,000",Mumbai
2016 Maruti Ciaz,ZXI+,Manual,"78,873 km",1st Owner,Petrol,"₹11,320/month","₹6,35,000","₹5,79,000",Mumbai
2016 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"90,974 km",1st Owner,Diesel,"₹14,408/month","₹8,04,000","₹7,37,000",Mumbai
2012 Hyundai i20,SPORTZ 1.2,Manual,"50,203 km",1st Owner,Petrol,"₹8,269/month","₹3,32,000","₹3,14,000",Mumbai
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"41,979 km",2nd Owner,CNG,"₹8,954/month",N/A,"₹3,40,000",Mumbai
2017 Maruti Celerio,VXI,Manual,"32,982 km",1st Owner,Petrol,"₹7,722/month","₹4,31,000","₹3,95,000",Mumbai
2019 Maruti Alto,VXI,Manual,"6,343 km",1st Owner,Petrol,"₹6,999/month","₹3,84,000","₹3,58,000",Mumbai
2022 MG HECTOR,SHARP 2.0 DIESEL,Manual,"23,144 km",1st Owner,Diesel,"₹34,337/month","₹18,85,000","₹18,04,000",Mumbai
2018 Maruti Celerio,VXI CNG,Manual,"49,294 km",1st Owner,CNG,"₹8,837/month","₹4,94,000","₹4,52,000",Mumbai
2011 Volkswagen Jetta,HIGHLINE TDI AT,Automatic,"1,08,471 km",1st Owner,Diesel,"₹22,925/month","₹5,16,000","₹4,87,000",Mumbai
2017 Maruti Wagon R 1.0,VXI + (O) AMT,Automatic,"29,712 km",1st Owner,Petrol,"₹8,583/month","₹5,02,000","₹4,39,000",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"82,256 km",1st Owner,Petrol,"₹10,655/month","₹5,95,000","₹5,45,000",Mumbai
2016 Hyundai i20 Active,1.4 SX,Manual,"1,19,312 km",1st Owner,Diesel,"₹12,323/month","₹6,12,000","₹5,54,000",Mumbai
2012 Maruti Swift Dzire,VXI,Manual,"34,280 km",1st Owner,Petrol,"₹9,349/month","₹3,66,000","₹3,55,000",Mumbai
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"56,030 km",1st Owner,Petrol,"₹8,915/month","₹4,98,000","₹4,56,000",Mumbai
2020 Tata TIGOR,XZ PLUS PETROL,Manual,"12,178 km",1st Owner,Petrol,"₹12,942/month","₹7,64,000","₹6,62,000",Mumbai
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"33,546 km",1st Owner,Petrol,"₹11,085/month","₹6,19,000","₹5,67,000",Mumbai
2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"32,086 km",2nd Owner,Petrol,"₹18,006/month","₹9,95,000","₹9,46,000",Mumbai
2021 Toyota YARIS,J CVT,Automatic,"17,063 km",1st Owner,Petrol,"₹17,835/month","₹12,00,000","₹9,37,000",Mumbai
2016 Mahindra XUV500,W10 AT,Automatic,"73,804 km",2nd Owner,Diesel,"₹17,226/month","₹9,74,000","₹9,05,000",Mumbai
2015 Maruti Celerio,VXI,Manual,"20,656 km",1st Owner,Petrol,"₹7,370/month","₹4,06,000","₹3,77,000",Mumbai
2017 Hyundai Xcent,S 1.2,Manual,"55,347 km",1st Owner,Petrol,"₹8,211/month","₹4,36,000","₹4,20,000",Mumbai
2016 Hyundai Elite i20,MAGNA 1.2,Manual,"41,927 km",1st Owner,Petrol,"₹10,440/month","₹5,70,000","₹5,34,000",Mumbai
2016 Mahindra XUV500,W10 AT,Automatic,"92,256 km",1st Owner,Diesel,"₹17,778/month","₹9,83,000","₹9,34,000",Mumbai
2018 Maruti Ciaz,ZETA 1.4  AT PETROL,Automatic,"92,294 km",1st Owner,Petrol,"₹13,509/month","₹7,08,000","₹6,91,000",Mumbai
2015 Honda Jazz,1.2L I-VTEC V AT,Automatic,"69,534 km",1st Owner,Petrol,"₹9,580/month","₹5,24,000","₹4,90,000",Mumbai
2019 Maruti S PRESSO,VXI+,Manual,"24,009 km",1st Owner,Petrol,"₹7,429/month","₹4,51,000","₹3,80,000",Mumbai
2021 Maruti Baleno,ZETA PETROL 1.2,Manual,"26,018 km",1st Owner,Petrol,"₹14,448/month","₹7,92,000","₹7,39,000",Mumbai
2020 Hyundai GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,Manual,"16,546 km",1st Owner,Petrol,"₹11,887/month","₹6,96,000","₹6,08,000",Mumbai
2011 Maruti Wagon R 1.0,VXI,Manual,"18,110 km",1st Owner,Petrol,"₹8,138/month","₹2,60,000","₹2,45,000",Mumbai
2015 Honda Brio,S MT,Manual,"38,657 km",2nd Owner,Petrol,"₹6,569/month","₹3,62,000","₹3,36,000",Mumbai
2017 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"60,733 km",1st Owner,Petrol,"₹11,202/month","₹6,39,000","₹5,73,000",Mumbai
2020 Jeep Compass,LIMITED PLUS PETROL AT,Automatic,"30,199 km",1st Owner,Petrol,"₹30,226/month","₹16,90,000","₹15,88,000",Mumbai
2019 Honda City,1.5L I-VTEC VX CVT,Automatic,"31,854 km",1st Owner,Petrol,"₹17,778/month","₹10,05,000","₹9,34,000",Mumbai
2019 Tata Tiago,XZA PLUS PETROL,Automatic,"33,555 km",1st Owner,Petrol,"₹10,929/month","₹6,19,000","₹5,59,000",Mumbai
2014 Maruti Celerio,VXI AMT,Automatic,"16,635 km",1st Owner,Petrol,"₹7,058/month",N/A,"₹3,61,000",Mumbai
2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"1,17,814 km",1st Owner,Petrol,"₹11,945/month","₹6,25,000","₹5,37,000",Mumbai
2019 Maruti S PRESSO,VXI+,Manual,"1,05,114 km",1st Owner,Petrol,"₹8,364/month","₹4,17,000","₹3,76,000",Mumbai
2014 Maruti Swift,VXI,Manual,"60,379 km",1st Owner,Petrol,"₹7,996/month","₹4,35,000","₹4,09,000",Mumbai
2014 Hyundai i20,SPORTZ 1.2,Manual,"51,066 km",1st Owner,Petrol,"₹7,761/month","₹4,29,000","₹3,97,000",Mumbai
2013 Honda Amaze,1.5L I-DTEC VX,Manual,"1,06,457 km",2nd Owner,Diesel,"₹9,691/month",N/A,"₹3,68,000",Mumbai
2015 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"56,358 km",1st Owner,Petrol,"₹7,625/month","₹4,20,000","₹3,90,000",Mumbai
2012 Maruti Wagon R 1.0,VXI,Manual,"10,443 km",1st Owner,Petrol,"₹7,347/month","₹2,92,000","₹2,79,000",Mumbai
2016 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"1,00,184 km",1st Owner,Diesel,"₹16,016/month","₹7,95,000","₹7,20,000",Mumbai
2018 Mahindra XUV500,W9 AT,Automatic,"56,365 km",1st Owner,Diesel,"₹24,059/month","₹14,20,000","₹12,64,000",Mumbai
2016 Hyundai i10,MAGNA 1.1,Manual,"11,109 km",1st Owner,Petrol,"₹7,180/month","₹4,06,000","₹3,67,250",Mumbai
2013 Hyundai i10,MAGNA 1.2,Manual,"49,738 km",1st Owner,Petrol,"₹6,206/month","₹2,84,000","₹2,79,000",Mumbai
2019 Tata NEXON,XZA PLUS DIESEL,Automatic,"51,506 km",2nd Owner,Diesel,"₹18,368/month","₹9,92,000","₹9,65,000",Mumbai
2017 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"94,692 km",1st Owner,Diesel,"₹12,356/month","₹6,76,000","₹6,32,000",Mumbai
2018 Datsun Go,T(O),Manual,"5,306 km",1st Owner,Petrol,"₹6,412/month","₹4,44,000","₹3,28,000",Mumbai
2021 Renault Kwid,RXT 1.0 (O),Manual,"27,960 km",1st Owner,Petrol,"₹8,739/month","₹4,97,000","₹4,47,000",Mumbai
2022 Maruti New Wagon-R,LXI CNG 1.0,Manual,"7,978 km",1st Owner,CNG,"₹12,551/month","₹7,28,000","₹6,42,000",Mumbai
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"80,479 km",1st Owner,CNG,"₹7,556/month","₹4,37,000","₹3,86,500",Mumbai
2013 Maruti Wagon R 1.0,LXI CNG,Manual,"1,14,540 km",3rd Owner,CNG,"₹8,470/month","₹2,68,000","₹2,55,000",Mumbai
2014 Honda City,1.5L I-VTEC SV,Manual,"72,419 km",2nd Owner,Petrol,"₹9,189/month","₹4,93,000","₹4,70,000",Mumbai
2021 MG HECTOR,SHARP 2.0 DIESEL,Manual,"25,844 km",1st Owner,Diesel,"₹33,443/month","₹18,06,000","₹17,57,000",Mumbai
2019 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"24,499 km",1st Owner,Petrol,"₹14,917/month","₹9,00,000","₹7,63,000",Mumbai
2017 Honda City,1.5L I-VTEC ZX CVT,Automatic,"56,173 km",1st Owner,Petrol,"₹15,418/month","₹8,40,000","₹8,10,000",Mumbai
2015 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"65,093 km",1st Owner,Petrol,"₹8,094/month","₹4,43,000","₹4,14,000",Mumbai
2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"5,308 km",1st Owner,Petrol,"₹9,677/month","₹5,64,000","₹4,95,000",Mumbai
2013 Maruti Wagon R Stingray,VXI,Manual,"80,001 km",1st Owner,Petrol,"₹6,829/month","₹3,20,000","₹3,07,000",Mumbai
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"38,804 km",1st Owner,Petrol,"₹11,574/month","₹6,53,000","₹5,92,000",Mumbai
