name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2018 Maruti S Cross,ZETA 1.3,Manual,"76,701 km",1st Owner,Diesel,"₹11,906/month","₹7,04,000","₹6,09,000",New Delhi
2014 Hyundai i10,MAGNA 1.1,Manual,"34,902 km",1st Owner,Petrol,"₹5,220/month",N/A,"₹2,67,000",New Delhi
2016 Honda Amaze,1.2 SX MT I VTEC,Manual,"84,897 km",2nd Owner,CNG,"₹8,622/month","₹5,39,000","₹4,41,000",New Delhi
2017 Honda City,1.5L I-VTEC V MT,Manual,"51,997 km",1st Owner,Petrol,"₹13,138/month","₹7,57,000","₹6,72,000",New Delhi
2017 Maruti Dzire,VXI,Manual,"73,410 km",2nd Owner,Petrol,"₹8,915/month","₹4,84,000","₹4,56,000",New Delhi
2014 Toyota Etios Liva,G,Manual,"36,837 km",1st Owner,Petrol,"₹6,002/month","₹3,38,000","₹3,07,000",New Delhi
2019 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"13,087 km",1st Owner,Petrol,"₹14,780/month",N/A,"₹7,56,000",New Delhi
2011 Toyota Etios,G,Manual,"55,556 km",1st Owner,Petrol,"₹4,145/month","₹2,38,000","₹2,12,000",New Delhi
2017 Maruti Alto K10,VXI,Manual,"70,036 km",1st Owner,Petrol,"₹5,650/month","₹3,20,000","₹2,89,000",New Delhi
2017 Maruti Alto 800,LXI,Manual,"47,801 km",2nd Owner,Petrol,"₹5,044/month","₹2,84,000","₹2,58,000",New Delhi
2011 Maruti Zen Estilo,LXI,Manual,"43,884 km",1st Owner,Petrol,"₹2,913/month",N/A,"₹1,49,000",New Delhi
2013 Volkswagen Polo,COMFORTLINE 1.2L PETROL,Manual,"54,389 km",2nd Owner,Petrol,"₹5,689/month","₹3,55,000","₹2,91,000",New Delhi
2021 Honda Amaze,1.2L I-VTEC VX,Manual,"32,496 km",1st Owner,Petrol,"₹14,799/month","₹8,06,000","₹7,57,000",New Delhi
2020 KIA SELTOS,GTX PLUS AT 1.5 DIESEL,Automatic,"98,518 km",1st Owner,Diesel,"₹24,782/month","₹14,33,000","₹13,02,000",New Delhi
2020 Maruti Alto,VXI,Manual,"16,411 km",1st Owner,Petrol,"₹6,647/month","₹4,14,000","₹3,40,000",New Delhi
2018 Hyundai i20 Active,1.2 S,Manual,"90,756 km",1st Owner,Petrol,"₹10,166/month","₹6,43,000","₹5,20,000",New Delhi
2018 Honda Amaze,1.2L I-VTEC S,Manual,"29,466 km",1st Owner,Petrol,"₹10,753/month","₹6,33,000","₹5,50,000",New Delhi
2018 Maruti Dzire,VXI AMT,Automatic,"45,469 km",2nd Owner,Petrol,"₹11,026/month","₹6,16,000","₹5,64,000",New Delhi
2019 Maruti New Wagon-R,VXI 1.0,Manual,"24,256 km",1st Owner,Petrol,"₹9,013/month","₹4,98,000","₹4,61,000",New Delhi
2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"42,032 km",2nd Owner,Petrol,"₹7,957/month","₹4,19,000","₹4,07,000",New Delhi
2014 Honda City,1.5L I-VTEC SV,Manual,"1,01,181 km",2nd Owner,Petrol,"₹8,074/month","₹4,56,000","₹4,13,000",New Delhi
2018 Renault Kwid,RXT 1.0 EASY-R AT OPTION,Automatic,"30,029 km",1st Owner,Petrol,"₹7,019/month","₹3,91,000","₹3,59,000",New Delhi
2016 Maruti Ciaz,VXI (O),Manual,"44,533 km",1st Owner,Petrol,"₹11,456/month","₹6,14,000","₹5,86,000",New Delhi
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"25,367 km",1st Owner,Petrol,"₹10,225/month","₹5,75,000","₹5,23,000",New Delhi
2021 Honda City,1.5L I-VTEC ZX,Manual,"24,604 km",1st Owner,Petrol,"₹22,612/month","₹12,64,000","₹11,88,000",New Delhi
2011 Volkswagen Polo,TRENDLINE 1.2L PETROL,Manual,"69,245 km",1st Owner,Petrol,"₹4,457/month","₹2,48,000","₹2,28,000",New Delhi
2014 Honda Amaze,1.2L I-VTEC S,Manual,"64,034 km",1st Owner,Petrol,"₹6,667/month","₹3,67,000","₹3,41,000",New Delhi
2016 Honda Amaze,1.2L I-VTEC SX,Manual,"46,427 km",1st Owner,Petrol,"₹8,055/month","₹5,11,000","₹4,12,000",New Delhi
2011 Hyundai Santro Xing,GL,Manual,"40,462 km",2nd Owner,Petrol,"₹3,324/month","₹1,92,000","₹1,70,000",New Delhi
2017 Tata NEXON,XZ PLUS PETROL,Manual,"27,584 km",1st Owner,Petrol,"₹12,786/month","₹6,73,000","₹6,54,000",New Delhi
2021 Maruti Ciaz,ALPHA 1.5 SHVS PETROL,Manual,"20,760 km",1st Owner,Petrol,"₹19,034/month","₹10,40,000","₹10,00,000",New Delhi
2021 Renault Kiger,RXL EASY R 1.0 L,Automatic,"48,355 km",1st Owner,Petrol,"₹11,398/month","₹6,98,000","₹5,83,000",New Delhi
2016 Maruti Ciaz,ZXI+ AT,Automatic,"84,375 km",1st Owner,Petrol,"₹11,730/month","₹6,46,000","₹6,00,000",New Delhi
2018 Tata NEXON,XM PETROL,Manual,"27,693 km",1st Owner,Petrol,"₹12,884/month","₹6,92,000","₹6,59,000",New Delhi
2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"66,462 km",2nd Owner,Petrol,"₹9,032/month","₹5,11,000","₹4,62,000",New Delhi
2014 Maruti Celerio,VXI,Manual,"29,399 km",1st Owner,Petrol,"₹5,982/month","₹3,37,000","₹3,06,000",New Delhi
2019 Datsun Redi Go,A,Manual,"29,103 km",1st Owner,Petrol,"₹4,692/month","₹2,83,000","₹2,40,000",New Delhi
2017 Honda Amaze,1.2L I-VTEC S,Manual,"49,820 km",2nd Owner,Petrol,"₹8,094/month","₹4,47,000","₹4,14,000",New Delhi
2019 Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"57,841 km",1st Owner,CNG,"₹14,643/month","₹8,04,000","₹7,49,000",New Delhi
2021 Toyota URBAN CRUISER,MID GRADE MT,Manual,"37,122 km",1st Owner,Petrol,"₹15,361/month","₹8,47,000","₹8,07,000",New Delhi
2020 Skoda Rapid,ACTIVE 1.0 TSI,Manual,"30,761 km",1st Owner,Petrol,"₹15,380/month",N/A,"₹8,08,000",New Delhi
2016 Honda City,1.5L I-VTEC VX,Manual,"48,430 km",1st Owner,Petrol,"₹13,861/month","₹8,07,000","₹7,09,000",New Delhi
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"34,164 km",1st Owner,Petrol,"₹8,172/month","₹4,46,000","₹4,18,000",New Delhi
2020 Mahindra XUV 3OO,W6 1.5 DIESEL AMT,Automatic,"14,394 km",1st Owner,Diesel,"₹19,567/month","₹10,96,000","₹10,28,000",New Delhi
2019 Maruti Baleno,ALPHA PETROL 1.2,Manual,"90,522 km",1st Owner,Petrol,"₹11,163/month","₹6,31,000","₹5,71,000",New Delhi
2019 Toyota Innova Crysta,2.8 ZX AT 7 STR,Automatic,"27,922 km",1st Owner,Diesel,"₹37,497/month","₹20,91,000","₹19,70,000",New Delhi
2014 Maruti Ertiga,VXI,Manual,"22,243 km",1st Owner,Petrol,"₹11,867/month","₹6,43,000","₹6,07,000",New Delhi
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"32,669 km",1st Owner,Petrol,"₹11,261/month","₹6,26,000","₹5,76,000",New Delhi
2018 Maruti Dzire,VXI,Manual,"42,083 km",1st Owner,Petrol,"₹10,283/month","₹5,52,000","₹5,26,000",New Delhi
2011 Hyundai i20,MAGNA (O) 1.2,Manual,"25,809 km",1st Owner,Petrol,"₹4,457/month",N/A,"₹2,28,000",New Delhi
2021 Ford Figo Aspire,TITANIUM PLUS 1.2 PETROL,Manual,"39,076 km",1st Owner,Petrol,"₹12,942/month","₹7,25,000","₹6,62,000",New Delhi
2017 Maruti Swift,VXI ABS,Manual,"70,366 km",1st Owner,Petrol,"₹7,801/month","₹4,36,000","₹3,99,000",New Delhi
2020 Tata NEXON,XZ PLUS (O) PETROL,Manual,"31,131 km",1st Owner,Petrol,"₹17,854/month","₹9,75,000","₹9,38,000",New Delhi
2021 Mahindra XUV500,W11 AT,Automatic,"65,107 km",1st Owner,Diesel,"₹28,094/month","₹15,68,000","₹14,76,000",New Delhi
2018 Maruti Swift,ZXI AMT,Automatic,"61,673 km",1st Owner,Petrol,"₹11,007/month","₹6,66,000","₹5,63,000",New Delhi
2020 Tata ALTROZ,XZ PETROL,Manual,"17,866 km",2nd Owner,Petrol,"₹12,962/month","₹7,02,000","₹6,63,000",New Delhi
2016 Hyundai Creta,S 1.6 PETROL,Manual,"50,947 km",1st Owner,Petrol,"₹14,115/month","₹7,92,000","₹7,22,000",New Delhi
2019 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"8,889 km",1st Owner,Petrol,"₹15,132/month","₹8,50,000","₹7,74,000",New Delhi
2021 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,"67,075 km",1st Owner,CNG,"₹13,216/month","₹7,40,000","₹6,76,000",New Delhi
2010 Maruti Alto K10,VXI,Manual,"37,141 km",1st Owner,Petrol,"₹2,776/month","₹1,69,000","₹1,42,000",New Delhi
2011 Maruti Wagon R 1.0,VXI,Manual,"16,607 km",1st Owner,Petrol,"₹3,988/month","₹2,63,000","₹2,04,000",New Delhi
2019 Maruti Swift,ZXI AMT,Automatic,"22,388 km",1st Owner,Petrol,"₹12,923/month","₹6,93,000","₹6,61,000",New Delhi
2015 Maruti Baleno,ALPHA PETROL 1.2,Manual,"69,031 km",1st Owner,Petrol,"₹10,459/month","₹5,42,000","₹5,35,000",New Delhi
2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"64,002 km",1st Owner,Petrol,"₹10,264/month","₹5,51,000","₹5,25,000",New Delhi
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"48,662 km",1st Owner,Petrol,"₹11,730/month","₹6,05,000","₹6,00,000",New Delhi
2022 Mahindra XUV700,AX 7 P MT 7 STR,Manual,"22,790 km",1st Owner,Petrol,"₹38,068/month",N/A,"₹20,00,000",New Delhi
2019 Tata NEXON,XZ+ 1.2,Manual,"54,503 km",1st Owner,Petrol,"₹12,786/month","₹7,60,000","₹6,54,000",New Delhi
2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"86,183 km",1st Owner,Petrol,"₹7,957/month","₹4,54,000","₹4,07,000",New Delhi
2022 Maruti New Wagon-R,VXI CNG 1.0,Manual,"38,292 km",1st Owner,CNG,"₹11,965/month","₹6,57,000","₹6,12,000",New Delhi
2015 Hyundai Elite i20,MAGNA 1.2,Manual,"30,133 km",1st Owner,Petrol,"₹8,524/month","₹4,85,000","₹4,36,000",New Delhi
2016 Honda City,1.5L I-VTEC VX,Manual,"79,915 km",1st Owner,Petrol,"₹12,825/month","₹7,09,000","₹6,56,000",New Delhi
2016 Maruti Baleno,ZETA PETROL 1.2,Manual,"98,765 km",1st Owner,Petrol,"₹9,580/month","₹5,09,000","₹4,90,000",New Delhi
2019 Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,"13,001 km",1st Owner,Diesel,"₹16,293/month","₹9,11,000","₹8,56,000",New Delhi
2019 Maruti Alto K10,VXI,Manual,"34,845 km",1st Owner,Petrol,"₹6,921/month","₹3,68,000","₹3,54,000",New Delhi
2011 Hyundai i20,MAGNA (O) 1.2,Manual,"73,672 km",1st Owner,Petrol,"₹3,851/month","₹2,08,000","₹1,97,000",New Delhi
2016 Maruti Wagon R 1.0,VXI AMT,Automatic,"40,417 km",1st Owner,Petrol,"₹7,116/month","₹4,13,000","₹3,64,000",New Delhi
2010 Hyundai i10,MAGNA 1.2,Manual,"28,803 km",1st Owner,Petrol,"₹3,206/month","₹1,69,000","₹1,64,000",New Delhi
2018 Datsun Redi Go,S 1.0 AMT,Automatic,"30,402 km",2nd Owner,Petrol,"₹5,767/month","₹3,61,000","₹2,95,000",New Delhi
2018 Datsun Redi Go,T (O),Manual,"1,02,241 km",1st Owner,CNG,"₹4,497/month","₹2,37,000","₹2,30,000",New Delhi
2016 Maruti Wagon R 1.0,LXI CNG,Manual,"86,950 km",1st Owner,CNG,"₹6,178/month","₹3,38,000","₹3,16,000",New Delhi
2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"59,841 km",1st Owner,Petrol,"₹18,216/month","₹9,95,000","₹9,57,000",New Delhi
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"72,472 km",2nd Owner,Petrol,"₹7,683/month","₹4,37,000","₹3,93,000",New Delhi
2019 Hyundai Verna,1.6 VTVT SX O,Manual,"59,059 km",1st Owner,Petrol,"₹15,989/month","₹9,22,000","₹8,40,000",New Delhi
2014 Volkswagen Polo,COMFORTLINE 1.2L PETROL,Manual,"93,522 km",1st Owner,Petrol,"₹6,491/month",N/A,"₹3,32,000",New Delhi
2014 Hyundai Santro Xing,GLS,Manual,"76,161 km",1st Owner,Petrol,"₹4,927/month",N/A,"₹2,52,000",New Delhi
2019 Volkswagen Vento,COMFORTLINE 1.6,Manual,"29,007 km",1st Owner,Petrol,"₹15,399/month","₹9,15,000","₹8,09,000",New Delhi
2017 Honda City,1.5L I-VTEC V MT,Manual,"55,234 km",1st Owner,Petrol,"₹14,311/month","₹7,99,000","₹7,32,000",New Delhi
2014 Maruti Alto 800,LXI CNG,Manual,"64,232 km",1st Owner,CNG,"₹4,516/month","₹2,44,000","₹2,31,000",New Delhi
2015 Honda City,1.5L I-VTEC V MT,Manual,"57,463 km",1st Owner,Petrol,"₹11,574/month","₹6,40,000","₹5,92,000",New Delhi
2021 Tata NEXON,XM SUNROOF DIESEL,Manual,"34,997 km",1st Owner,Diesel,"₹16,598/month","₹8,89,000","₹8,72,000",New Delhi
2015 Maruti Baleno,DELTA PETROL 1.2,Manual,"45,800 km",1st Owner,Petrol,"₹8,622/month","₹5,44,000","₹4,41,000",New Delhi
2017 Ford Ecosport,TREND 1.5L PETROL,Manual,"77,946 km",1st Owner,Petrol,"₹9,619/month","₹5,59,000","₹4,92,000",New Delhi
2010 Honda Jazz,1.2L I-VTEC BASE,Manual,"97,943 km",1st Owner,Petrol,"₹3,304/month","₹1,99,000","₹1,69,000",New Delhi
2010 Maruti Alto K10,LXI P,Manual,"52,162 km",1st Owner,Petrol,"₹2,815/month","₹2,06,000","₹1,44,000",New Delhi
2016 Maruti Swift,LXI (O),Manual,"49,414 km",2nd Owner,Petrol,"₹7,331/month","₹4,30,000","₹3,75,000",New Delhi
2018 Renault Kwid,RXT 1.0 AMT (O),Automatic,"61,023 km",1st Owner,Petrol,"₹6,803/month",N/A,"₹3,48,000",New Delhi
2017 Maruti Swift,LXI (O),Manual,"6,746 km",1st Owner,Petrol,"₹8,876/month","₹4,70,000","₹4,54,000",New Delhi
2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"62,194 km",1st Owner,Petrol,"₹10,088/month","₹5,36,000","₹5,16,000",New Delhi
2021 Tata NEXON,XZ PLUS DIESEL SUNROOF,Manual,"46,501 km",2nd Owner,Diesel,"₹19,396/month","₹10,39,000","₹10,19,000",New Delhi
2018 Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,"36,149 km",1st Owner,Diesel,"₹14,878/month","₹8,27,000","₹7,61,000",New Delhi
2016 Maruti Celerio,ZXI AMT (O),Automatic,"85,953 km",1st Owner,Petrol,"₹7,996/month","₹4,29,000","₹4,09,000",New Delhi
2020 Jeep Compass,LIMITED PLUS DIESEL,Manual,"28,946 km",1st Owner,Diesel,"₹32,586/month","₹18,01,000","₹17,12,000",New Delhi
2018 Ford Ecosport,TITANIUM + 1.5L DIESEL,Manual,"84,002 km",1st Owner,Diesel,"₹12,669/month","₹7,19,000","₹6,48,000",New Delhi
2016 Honda City,1.5L I-VTEC E MT,Manual,"37,477 km",1st Owner,Petrol,"₹11,593/month","₹6,41,000","₹5,93,000",New Delhi
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"24,306 km",3rd Owner,Petrol,"₹10,616/month","₹5,98,000","₹5,43,000",New Delhi
2010 Maruti Swift Dzire,LXI,Manual,"90,684 km",2nd Owner,Petrol,"₹2,874/month","₹1,61,000","₹1,47,000",New Delhi
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"85,017 km",1st Owner,Petrol,"₹7,331/month",N/A,"₹3,75,000",New Delhi
2022 Hyundai NEW I20,SPORTZ 1.2 MT,Manual,"13,125 km",1st Owner,Petrol,"₹14,702/month","₹8,26,000","₹7,52,000",New Delhi
2018 Tata NEXON,XM DIESEL,Manual,"37,384 km",1st Owner,Diesel,"₹12,629/month","₹7,27,000","₹6,46,000",New Delhi
2022 MG HECTOR,SHARP 2.0 DIESEL,Manual,"9,338 km",1st Owner,Diesel,"₹34,737/month","₹19,88,000","₹18,25,000",New Delhi
2022 Maruti Ciaz,ALPHA  AT 1.5 SHVS PETROL,Automatic,"31,429 km",1st Owner,Petrol,"₹20,328/month","₹11,86,000","₹10,68,000",New Delhi
2020 Tata ALTROZ,XE PETROL,Manual,"24,424 km",1st Owner,Petrol,"₹10,602/month","₹5,70,000","₹5,42,300",New Delhi
2019 Tata NEXON,XM PETROL,Manual,"38,653 km",1st Owner,Petrol,"₹13,177/month","₹6,86,000","₹6,74,000",New Delhi
2020 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,"44,701 km",1st Owner,CNG,"₹13,685/month","₹7,26,000","₹7,00,000",New Delhi
2019 Mahindra XUV 3OO,W8 DIESEL MT,Manual,"86,105 km",1st Owner,Diesel,"₹14,819/month","₹8,37,000","₹7,58,000",New Delhi
2022 Maruti Swift,ZXI PLUS AMT,Automatic,"4,551 km",2nd Owner,Petrol,"₹15,132/month","₹8,56,000","₹7,74,000",New Delhi
2011 Hyundai i10,MAGNA 1.1,Manual,"55,499 km",2nd Owner,Petrol,"₹3,363/month",N/A,"₹1,72,000",New Delhi
2018 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,"26,369 km",2nd Owner,Petrol,"₹8,485/month","₹4,70,000","₹4,34,000",New Delhi
2017 Maruti Dzire,VXI,Manual,"51,610 km",1st Owner,Petrol,"₹9,931/month","₹5,41,000","₹5,08,000",New Delhi
2016 Renault Kwid,RXT 1.0,Manual,"64,586 km",2nd Owner,Petrol,"₹5,885/month",N/A,"₹3,01,000",Hyderabad
2022 Hyundai VENUE,S(O) 1.2,Manual,"2,858 km",1st Owner,Petrol,"₹18,615/month","₹10,32,000","₹9,78,000",Hyderabad
2016 Tata Zest,XT PETROL,Manual,"62,129 km",1st Owner,Petrol,"₹8,543/month",N/A,"₹4,37,000",Hyderabad
2021 Mahindra Thar,LX  P 4WD AT CONVERTIBLE,Automatic,"17,338 km",2nd Owner,Petrol,"₹27,504/month","₹14,82,000","₹14,45,000",Hyderabad
2018 Hyundai Verna,1.6 VTVT SX O,Manual,"43,477 km",1st Owner,Petrol,"₹16,902/month",N/A,"₹8,88,000",Hyderabad
2020 Renault Kwid,CLIMBER 1.0 AMT (O),Automatic,"29,810 km",1st Owner,Petrol,"₹9,365/month","₹5,11,000","₹4,79,000",Hyderabad
2016 Hyundai Creta,SX (O) 1.6 DIESEL,Manual,"66,143 km",1st Owner,Diesel,"₹17,664/month",N/A,"₹9,28,000",Hyderabad
2017 Maruti Swift,VXI,Manual,"55,417 km",1st Owner,Petrol,"₹11,515/month",N/A,"₹5,89,000",Hyderabad
2016 Maruti Celerio,ZXI AMT,Automatic,"82,230 km",1st Owner,Petrol,"₹8,387/month","₹4,48,000","₹4,29,000",Hyderabad
2016 Renault Kwid,RXT 0.8 (O),Manual,"42,203 km",2nd Owner,Petrol,"₹5,318/month","₹3,07,000","₹2,72,000",Hyderabad
2016 Datsun Go,T,Manual,"67,986 km",1st Owner,Petrol,"₹5,431/month","₹3,05,000","₹2,77,800",Hyderabad
2020 Tata TIGOR,XZA PLUS PETROL,Automatic,"29,121 km",1st Owner,Petrol,"₹13,060/month",N/A,"₹6,68,000",Hyderabad
2021 KIA SELTOS,HTX 1.5 PETROL,Manual,"22,040 km",1st Owner,Petrol,"₹24,497/month",N/A,"₹12,87,000",Hyderabad
2021 Mahindra Thar,LX PETROL HT 4WD AT,Automatic,"38,598 km",1st Owner,Petrol,"₹27,980/month","₹15,09,000","₹14,70,000",Hyderabad
2018 Volkswagen Polo,HIGHLINE PLUS 1.0 16 ALLOY,Manual,"79,520 km",1st Owner,Petrol,"₹13,294/month","₹7,10,000","₹6,80,000",Hyderabad
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"74,690 km",2nd Owner,Petrol,"₹13,157/month",N/A,"₹6,73,000",Hyderabad
2015 Hyundai i10,MAGNA 1.1,Manual,"47,729 km",2nd Owner,Petrol,"₹7,175/month",N/A,"₹3,67,000",Hyderabad
2018 Maruti IGNIS,ALPHA 1.2 AMT DUAL TONE,Automatic,"79,151 km",1st Owner,Petrol,"₹9,716/month","₹6,60,000","₹4,97,000",Hyderabad
2017 Maruti Alto 800,LXI,Manual,"53,379 km",1st Owner,Petrol,"₹5,963/month","₹3,12,000","₹3,05,000",Hyderabad
2014 Volkswagen Cross Polo,HIGHLINE TDI,Manual,"93,510 km",4th Owner,Diesel,"₹7,918/month","₹4,27,000","₹4,05,000",Hyderabad
2013 Maruti Swift,VXI,Manual,"1,21,617 km",2nd Owner,Petrol,"₹6,452/month","₹3,90,000","₹3,30,000",Hyderabad
2021 Maruti S PRESSO,VXI+,Manual,"41,421 km",1st Owner,Petrol,"₹9,345/month",N/A,"₹4,78,000",Hyderabad
2016 Maruti Alto 800,LXI,Manual,"60,610 km",2nd Owner,Petrol,"₹4,457/month","₹2,67,000","₹2,28,000",Hyderabad
2017 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,"30,346 km",1st Owner,Petrol,"₹10,459/month",N/A,"₹5,35,000",Hyderabad
2022 Mahindra XUV 3OO,W8 (O) 1.2 PETROL AMT,Automatic,"11,127 km",1st Owner,Petrol,"₹23,755/month","₹12,90,000","₹12,48,000",Hyderabad
2022 Maruti Dzire,ZXI Plus,Manual,"11,425 km",1st Owner,Petrol,"₹15,589/month","₹8,64,000","₹8,19,000",Hyderabad
2018 Mahindra Thar,CRDE 4X4 AC,Manual,"90,305 km",2nd Owner,Diesel,"₹13,138/month","₹7,88,000","₹6,72,000",Hyderabad
2014 Maruti Ritz,LXI,Manual,"97,001 km",2nd Owner,Petrol,"₹4,594/month",N/A,"₹2,35,000",Hyderabad
2018 Datsun Redi Go,S 1.0 AMT,Automatic,"38,496 km",1st Owner,Petrol,"₹6,823/month",N/A,"₹3,49,000",Hyderabad
2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"88,174 km",1st Owner,Petrol,"₹15,464/month","₹8,38,000","₹7,91,000",Hyderabad
2021 Maruti Swift,LXI,Manual,"1,18,937 km",1st Owner,Petrol,"₹10,342/month","₹6,12,000","₹5,29,000",Hyderabad
2017 Skoda Rapid,STYLE 1.5 TDI,Manual,"1,15,431 km",2nd Owner,Diesel,"₹14,057/month","₹7,75,000","₹7,19,000",Hyderabad
2015 Datsun Go Plus,T,Manual,"68,028 km",1st Owner,Petrol,"₹5,513/month",N/A,"₹2,82,000",Hyderabad
2020 Maruti Dzire,VXI,Manual,"64,023 km",1st Owner,Petrol,"₹13,294/month","₹7,13,000","₹6,80,000",Hyderabad
2018 Renault Kwid,RXT 1.0,Manual,"1,02,862 km",2nd Owner,Petrol,"₹5,689/month","₹3,17,000","₹2,91,000",Hyderabad
2017 Toyota Innova Crysta,2.4 GX AT 7 STR,Automatic,"52,804 km",1st Owner,Diesel,"₹36,641/month",N/A,"₹19,25,000",Hyderabad
2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"41,260 km",2nd Owner,Petrol,"₹11,456/month","₹6,13,000","₹5,86,000",Hyderabad
2019 KIA SELTOS,HTX IVT 1.5 PETROL,Automatic,"78,951 km",1st Owner,Petrol,"₹22,251/month","₹13,47,000","₹11,69,000",Hyderabad
2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,"25,596 km",1st Owner,Petrol,"₹9,736/month","₹5,57,000","₹4,98,000",Hyderabad
2011 Toyota Etios,G,Manual,"77,786 km",2nd Owner,Petrol,"₹6,628/month","₹3,47,000","₹3,39,000",Hyderabad
2016 Renault Kwid,RXT 1.0,Manual,"25,384 km",2nd Owner,Petrol,"₹6,237/month",N/A,"₹3,19,000",Hyderabad
2021 Maruti Dzire,ZXI,Manual,"60,143 km",1st Owner,Petrol,"₹14,565/month","₹8,28,000","₹7,45,000",Hyderabad
2017 Datsun Go,T,Manual,"72,762 km",1st Owner,Petrol,"₹5,181/month","₹3,26,000","₹2,65,000",Hyderabad
2019 Maruti Swift,ZXI PLUS AMT,Automatic,"89,899 km",1st Owner,Petrol,"₹12,864/month","₹7,11,000","₹6,58,000",Hyderabad
2018 Maruti Swift,VXI,Manual,"40,762 km",2nd Owner,Petrol,"₹11,398/month","₹6,12,000","₹5,83,000",Hyderabad
2015 Hyundai Elite i20,ASTA 1.4 CRDI,Manual,"85,836 km",1st Owner,Diesel,"₹12,121/month","₹6,55,000","₹6,20,000",Hyderabad
2015 Hyundai Eon,ERA +,Manual,"84,272 km",2nd Owner,Petrol,"₹4,770/month","₹2,56,000","₹2,44,000",Hyderabad
2016 Volkswagen Vento,HIGHLINE 1.5 AT,Automatic,"96,216 km",2nd Owner,Diesel,"₹11,437/month","₹6,25,000","₹5,85,000",Hyderabad
2013 Maruti Alto K10,VXI,Manual,"64,542 km",2nd Owner,Petrol,"₹4,106/month","₹2,20,000","₹2,10,000",Hyderabad
2017 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"15,628 km",2nd Owner,Petrol,"₹10,577/month","₹5,99,000","₹5,41,000",Hyderabad
2020 MG HECTOR,SHARP 2.0 DIESEL,Manual,"73,280 km",1st Owner,Diesel,"₹28,323/month","₹15,51,000","₹14,88,000",Hyderabad
2016 Maruti Swift,VXI,Manual,"62,849 km",1st Owner,Petrol,"₹9,482/month","₹5,16,000","₹4,85,000",Hyderabad
2020 Maruti Vitara Brezza,ZXI PLUS,Manual,"64,144 km",1st Owner,Petrol,"₹17,093/month","₹9,08,000","₹8,98,000",Hyderabad
2015 Ford Ecosport,TREND+ 1.5L DIESEL,Manual,"1,22,578 km",1st Owner,Diesel,"₹10,010/month","₹5,38,000","₹5,12,000",Hyderabad
2019 Renault TRIBER,RXT,Manual,"30,542 km",2nd Owner,Petrol,"₹11,300/month","₹6,00,000","₹5,78,000",Hyderabad
2019 Mahindra XUV500,W7,Manual,"1,07,099 km",1st Owner,Diesel,"₹20,766/month","₹11,09,000","₹10,91,000",Hyderabad
2015 Honda City,1.5L I-VTEC SV,Manual,"50,933 km",1st Owner,Petrol,"₹11,144/month","₹6,14,000","₹5,70,000",Hyderabad
2015 Maruti Swift,LDI,Manual,"79,359 km",2nd Owner,Diesel,"₹7,703/month","₹4,17,000","₹3,94,000",Hyderabad
2012 Maruti Wagon R 1.0,LXI CNG,Manual,"91,395 km",3rd Owner,CNG,"₹5,279/month","₹2,86,000","₹2,70,000",Hyderabad
2016 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"95,491 km",2nd Owner,Petrol,"₹9,365/month","₹5,06,000","₹4,79,000",Hyderabad
2014 Hyundai i20,SPORTZ 1.2,Manual,"61,461 km",2nd Owner,Petrol,"₹7,976/month","₹4,22,000","₹4,08,000",Hyderabad
2019 Datsun Redi Go,A,Manual,"32,329 km",2nd Owner,Petrol,"₹5,435/month","₹3,03,000","₹2,78,000",Hyderabad
